,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
2047,Exercise 1,166.4834985,84.4285092,54,26,162,27.87158975,7,0,0,1
2048,Exercise 6,470.6676842,68.2515151,46,20,156,23.74871843,3,0,1,0
2049,Exercise 2,141.4859094,70.63978492,26,49,156,23.00600917,5,0,1,0
2050,Exercise 2,384.159716,73.28227615,40,40,117,22.15731412,2,1,0,0
2051,Exercise 1,368.8925747,87.59873432,46,35,134,28.26706605,7,1,1,0
2052,Exercise 6,345.6599902,56.85784501,35,45,100,28.7814618,10,0,1,0
2053,Exercise 6,211.4793867,96.68467698,35,24,176,26.62949226,2,0,0,0
2054,Exercise 6,402.028129,79.30391571,44,32,144,18.79736358,7,1,0,0
2055,Exercise 8,304.229897,56.41096323,60,57,166,21.55094154,6,1,1,0
2056,Exercise 2,268.2768509,65.97415081,26,27,107,25.02733945,4,0,1,0
2057,Exercise 8,277.6702516,83.28287893,47,42,177,25.67483246,3,0,0,0
2058,Exercise 7,160.5967613,75.25532039,49,40,167,31.9653375,5,0,1,0
2059,Exercise 2,204.9509632,54.04511327,56,33,162,24.34568214,9,0,0,0
2060,Exercise 7,361.4155942,85.04830172,45,27,162,27.22236755,8,1,1,0
2061,Exercise 3,335.2585517,70.5689889,24,56,110,19.31830211,6,0,0,1
2062,Exercise 1,239.3994884,55.9530958,23,40,123,29.21374482,3,0,0,1
2063,Exercise 5,467.4067099,67.03278968,49,60,143,29.32348027,6,0,0,1
2064,Exercise 6,418.4258702,64.61910125,58,54,113,34.56071323,5,1,0,1
2065,Exercise 1,323.0812155,82.11472351,18,30,119,23.91238966,5,1,1,0
2066,Exercise 4,428.5186471,64.34991803,37,26,108,30.98355459,5,0,0,0
2067,Exercise 10,200.0076719,100.2129667,37,23,148,26.39405656,1,0,1,0
2068,Exercise 3,292.0736244,52.25417717,32,37,148,30.19656671,8,1,0,0
2069,Exercise 10,287.7812795,97.6694807,43,49,107,31.19088161,3,0,1,0
2070,Exercise 4,136.3692718,64.14557862,19,58,165,30.49883251,2,1,0,1
2071,Exercise 7,407.3212426,70.20409916,21,27,135,23.96841504,6,0,0,0
2072,Exercise 1,241.2274433,55.52349866,49,27,144,24.01118987,3,1,0,0
2073,Exercise 7,374.7160736,95.12726219,46,48,156,30.87172504,1,0,0,1
2074,Exercise 7,115.9977643,80.83411556,51,21,107,23.25731976,3,1,1,0
2075,Exercise 3,334.1399692,90.30432632,60,45,115,32.7132934,6,0,1,0
2076,Exercise 3,200.9843311,60.18316016,58,21,149,30.31093283,10,1,0,0
2077,Exercise 3,121.7013216,101.6892061,23,35,159,19.08618588,4,0,0,1
2078,Exercise 6,221.1743619,69.67950349,38,37,151,29.32702084,9,0,0,1
2079,Exercise 9,218.9452676,101.9288637,45,22,178,33.88800279,2,1,0,1
2080,Exercise 2,231.9561507,88.90843268,51,48,144,31.87395905,5,1,1,0
2081,Exercise 1,384.7837474,55.9117665,47,47,113,19.76512587,5,0,1,0
2082,Exercise 9,438.4467754,82.43995462,57,36,177,27.61480449,10,1,0,1
2083,Exercise 2,223.1888352,84.27107679,27,24,135,24.1112524,10,0,1,0
2084,Exercise 7,353.5993111,54.57070549,36,24,101,30.79140456,9,0,1,0
2085,Exercise 7,499.1384247,83.13751586,36,24,144,19.16989153,9,1,0,1
2086,Exercise 10,408.0797593,79.58160912,18,58,137,25.10768759,10,0,0,0
2087,Exercise 1,314.354347,65.63471807,59,43,157,33.42479156,3,0,1,0
2088,Exercise 6,484.6897808,54.69386746,55,27,119,21.47421296,4,0,0,0
2089,Exercise 10,152.4064817,53.46756237,58,58,136,27.27848241,10,0,0,0
2090,Exercise 6,322.5235796,64.68349195,56,40,121,18.58726193,1,0,0,0
2091,Exercise 3,206.8063228,60.5257955,48,54,163,31.18756786,9,0,0,0
2092,Exercise 7,127.7219037,48.31726023,51,30,141,31.72815782,5,0,1,0
2093,Exercise 3,322.5061221,99.02284888,25,40,137,28.79783111,7,0,0,1
2094,Exercise 9,470.9066113,64.75248468,48,24,155,34.41568574,7,1,1,0
2095,Exercise 7,419.1744621,76.5410836,50,30,144,34.40102122,9,1,0,0
2096,Exercise 4,271.4078284,78.55137658,36,26,142,20.37023107,6,0,0,0
2097,Exercise 2,150.6729459,98.78569395,40,37,148,29.15532567,7,0,0,0
2098,Exercise 9,425.491413,80.7513969,34,48,105,28.74204834,6,0,0,0
2099,Exercise 1,239.7402976,64.54010181,26,36,158,22.10729189,3,0,1,0
2100,Exercise 1,414.3056969,52.36189201,25,40,139,27.57549452,9,0,0,0
2101,Exercise 10,239.9718459,91.34029251,49,23,153,28.81994194,8,1,1,0
2102,Exercise 2,368.8615585,86.67450534,44,52,112,24.45452992,7,1,0,0
2103,Exercise 7,445.1773622,94.64821145,47,23,180,32.37315253,8,0,0,0
2104,Exercise 6,447.8979526,80.91834771,52,51,104,20.88206221,3,1,0,0
2105,Exercise 4,357.9341628,60.13876505,48,33,135,21.83791321,7,0,0,0
2106,Exercise 6,133.5654372,91.49600919,28,42,175,20.64066157,10,1,0,0
2107,Exercise 2,457.9229305,74.19084442,18,56,134,23.6627035,7,1,0,0
2108,Exercise 4,483.597917,52.8500761,26,60,120,19.44335167,3,0,0,0
2109,Exercise 8,250.1955151,81.34745625,32,46,155,32.398793,4,1,1,0
2110,Exercise 8,389.858658,69.48349674,23,36,148,19.28211805,8,0,1,0
2111,Exercise 7,393.9871187,76.20975246,55,46,113,28.78267758,4,1,1,0
2112,Exercise 7,330.8314825,53.82133785,38,60,152,25.9207455,3,1,0,1
2113,Exercise 5,165.3100736,83.74851292,50,59,123,30.43115266,9,0,0,1
2114,Exercise 4,414.7770605,90.14080006,45,44,146,26.85498681,2,0,0,1
2115,Exercise 6,248.8897663,50.83897006,43,56,130,27.09447675,8,0,0,1
2116,Exercise 10,124.1567429,56.88739213,55,39,130,24.40349732,6,0,0,1
2117,Exercise 2,427.8276249,94.02309589,23,45,101,20.88016164,10,1,0,0
2118,Exercise 2,276.1068814,84.52870794,34,50,121,32.59142769,4,1,0,1
2119,Exercise 4,443.3648372,80.86948684,20,44,171,24.57070906,7,0,0,1
2120,Exercise 1,185.4454109,76.68967284,18,55,112,27.37858168,4,0,0,0
2121,Exercise 8,201.8065393,75.90835006,26,30,158,26.51702156,4,0,0,1
2122,Exercise 6,279.2599732,85.19482993,41,25,107,23.69713045,7,1,0,1
2123,Exercise 8,443.0954481,92.02552423,23,55,153,29.04820191,9,0,0,0
2124,Exercise 3,198.6155539,55.07973291,18,21,102,29.63558411,4,0,0,0
2125,Exercise 2,187.6977728,53.83473485,26,59,118,31.13777263,4,1,1,0
2126,Exercise 9,256.7073899,52.00562348,19,52,108,25.56309483,2,0,0,1
2127,Exercise 10,335.8698416,78.90471014,48,51,102,32.78197377,10,1,0,0
2128,Exercise 5,159.6234908,51.07982551,43,46,149,26.78388403,3,0,0,1
2129,Exercise 2,178.2041593,93.32709305,45,45,173,27.14492388,1,0,1,0
2130,Exercise 10,302.0645434,92.64123566,60,52,104,31.46231981,2,0,1,0
2131,Exercise 8,356.9236906,60.87514676,53,59,102,23.37686598,7,1,1,0
2132,Exercise 7,356.2054776,70.08276449,33,24,107,21.24117285,1,0,0,1
2133,Exercise 7,189.4447798,60.68752643,41,27,159,34.93778565,2,1,0,0
2134,Exercise 2,358.1780427,92.55075823,19,40,111,29.38723124,6,1,0,1
2135,Exercise 2,206.5555646,64.60269706,49,48,139,34.17470674,7,0,0,0
2136,Exercise 1,385.0062375,58.6321031,54,54,119,24.25488545,7,1,0,0
2137,Exercise 10,435.2651725,68.64055824,46,37,142,30.24514729,6,0,0,1
2138,Exercise 8,200.360237,68.76620842,40,48,120,31.03002995,8,1,1,0
2139,Exercise 6,124.2373971,88.87413696,18,32,118,29.17604008,4,1,1,0
2140,Exercise 10,128.0144317,60.93838515,20,24,168,25.63550796,9,1,0,0
2141,Exercise 10,279.4655147,51.58818817,23,24,140,23.93521028,5,0,0,1
2142,Exercise 6,386.5391288,68.48184352,37,23,112,24.17311372,7,0,0,1
2143,Exercise 2,401.3932332,69.89717741,43,23,146,34.93420446,8,1,0,1
2144,Exercise 7,497.3676688,83.7078864,22,47,121,26.44262261,7,0,0,0
2145,Exercise 1,371.2965597,98.63570819,38,26,114,19.55712197,1,1,0,1
2146,Exercise 5,276.7855474,92.23398909,37,40,139,33.85128276,10,1,1,0
2147,Exercise 3,404.8428995,60.20267247,52,39,112,21.07330031,8,1,1,0
2148,Exercise 7,140.4985871,72.98563785,25,44,150,27.25617633,3,0,0,1
2149,Exercise 8,113.0029591,91.55742607,58,45,164,31.07669526,7,0,0,1
2150,Exercise 6,259.9037576,47.8385805,34,58,104,31.44350695,7,0,0,0
2151,Exercise 9,377.489271,55.09511474,43,45,173,26.15110932,6,1,0,0
2152,Exercise 6,338.8712224,86.50998956,31,32,141,27.33853244,1,0,1,0
2153,Exercise 2,194.0462898,94.7937358,39,25,125,22.34384366,10,1,1,0
2154,Exercise 10,481.0866377,101.031008,20,36,125,23.39064822,2,0,0,1
2155,Exercise 1,463.6577721,84.09165629,60,38,100,32.07782043,2,0,1,0
2156,Exercise 9,131.9238758,62.18565111,26,27,141,26.59658565,1,1,1,0
2157,Exercise 6,294.6965348,93.09755403,55,44,127,27.76878037,8,0,1,0
2158,Exercise 1,307.688925,50.49803919,48,43,136,31.61737644,8,1,0,0
2159,Exercise 2,120.6652586,70.8459275,57,20,116,28.14934409,1,1,0,0
2160,Exercise 8,362.834136,77.26384719,20,34,103,34.94864081,6,0,0,0
2161,Exercise 10,260.3403533,78.94301208,59,35,162,24.76378198,10,1,0,1
2162,Exercise 5,178.5423258,95.25947767,41,39,135,28.0833546,7,0,0,1
2163,Exercise 4,396.9624619,88.59629901,36,59,103,21.13467091,10,0,1,0
2164,Exercise 4,152.9077902,77.67222111,51,50,138,30.16821626,10,1,1,0
2165,Exercise 4,389.4238377,96.57526376,60,44,151,33.07792401,2,0,0,0
2166,Exercise 2,203.2871279,70.98893771,18,26,122,28.75401143,5,1,0,0
2167,Exercise 4,184.1191619,66.59576866,34,41,176,28.61077609,9,0,1,0
2168,Exercise 8,204.1414126,82.01348264,46,55,148,29.69564355,6,0,0,0
2169,Exercise 7,389.6363292,71.87468036,42,44,150,28.30644451,5,1,1,0
2170,Exercise 8,297.2126265,70.08056565,35,22,123,26.1016313,8,1,0,1
2171,Exercise 1,337.6276473,51.51257994,40,42,113,26.86246833,5,1,0,0
2172,Exercise 6,352.7936551,96.8743614,44,34,154,23.7688451,5,1,1,0
2173,Exercise 1,286.6775038,85.13962652,26,44,105,23.83064866,6,1,0,1
2174,Exercise 4,194.2826039,87.09636509,33,49,104,19.27039845,7,0,0,1
2175,Exercise 9,136.0032824,49.81496481,36,38,170,26.42848815,8,1,0,0
2176,Exercise 1,205.9551451,59.35831383,40,25,119,31.31098548,5,0,0,1
2177,Exercise 3,122.8261735,79.87236037,46,52,128,19.54135358,2,0,1,0
2178,Exercise 3,498.8421841,90.94376792,24,43,124,31.50398522,4,0,0,0
2179,Exercise 9,344.3077558,85.49145591,46,52,124,32.7919021,2,1,0,1
2180,Exercise 5,319.39988,55.98196881,19,21,178,19.0688389,1,0,1,0
2181,Exercise 4,302.6028434,82.53766019,48,31,129,29.42284273,8,1,0,1
2182,Exercise 8,215.0389733,88.08630797,40,35,133,29.61554375,3,0,0,1
2183,Exercise 7,222.9115181,50.3415717,42,56,121,27.66800655,7,0,1,0
2184,Exercise 4,313.2135931,66.03883018,52,23,131,32.61972533,3,0,0,1
2185,Exercise 1,154.8599951,74.66346139,28,26,152,32.23253843,6,1,0,0
2186,Exercise 9,375.8299241,79.12402139,29,48,119,25.00799546,10,1,0,0
2187,Exercise 3,315.7381805,48.20002097,21,28,138,31.88617845,3,0,1,0
2188,Exercise 8,268.6559592,91.12633361,20,42,109,28.05306786,8,0,1,0
2189,Exercise 4,225.701645,73.06877945,33,33,119,21.39442292,6,0,0,1
2190,Exercise 10,391.966348,77.80027462,52,40,118,34.92369871,10,1,0,1
2191,Exercise 5,197.167781,83.91438674,37,23,177,34.94455634,4,0,1,0
2192,Exercise 6,261.1442782,98.4201718,45,51,134,29.66276067,8,0,1,0
2193,Exercise 7,312.6573568,79.03985432,59,42,146,33.70316489,5,1,1,0
2194,Exercise 5,293.797148,50.73486036,44,28,163,32.52470975,4,1,0,1
2195,Exercise 10,114.3482088,64.5160147,46,39,149,19.30213214,6,0,1,0
2196,Exercise 2,389.8603437,79.42376757,47,59,177,24.11345152,5,0,1,0
2197,Exercise 10,336.0439385,87.00853684,37,50,158,32.89173218,3,0,0,0
2198,Exercise 2,482.1279865,69.35514905,47,44,146,28.43905586,1,0,1,0
2199,Exercise 8,344.8386729,97.73877503,60,38,166,26.32718169,8,0,0,0
2200,Exercise 10,160.7280195,80.26409365,43,55,150,18.77076095,1,0,1,0
2201,Exercise 9,439.4051466,61.58729662,19,52,164,27.08360248,3,1,0,0
2202,Exercise 6,202.6845067,55.22283413,47,47,169,34.24215979,3,0,1,0
2203,Exercise 9,195.6057667,84.81425333,31,40,121,18.50001378,2,0,0,0
2204,Exercise 1,404.381214,76.81184939,53,38,164,31.78761888,4,0,0,0
2205,Exercise 8,137.3134379,65.0413646,58,54,180,33.75508169,2,0,0,0
2206,Exercise 5,377.1534576,56.02256652,52,30,137,29.43903451,7,1,0,0
2207,Exercise 5,376.0545236,79.372076,59,28,111,23.31860239,4,1,0,0
2208,Exercise 1,438.8941828,61.20245436,35,31,147,32.39457008,2,0,0,0
2209,Exercise 4,282.6958305,98.49338299,42,30,175,32.4740874,8,1,1,0
2210,Exercise 10,170.6792093,63.56942067,18,30,112,26.26832962,3,1,0,0
2211,Exercise 7,207.6140187,67.8226281,38,21,116,28.17431063,3,0,0,0
2212,Exercise 10,338.0900907,85.17355998,56,59,172,33.4323134,3,0,0,1
2213,Exercise 7,343.741872,98.83065773,26,50,112,29.30105038,5,0,1,0
2214,Exercise 7,251.4551946,77.8913086,38,39,180,28.87684821,6,1,1,0
2215,Exercise 9,162.3411354,75.0842689,27,29,149,26.25611342,2,1,0,0
2216,Exercise 2,335.8876789,51.11625611,43,53,168,31.85110775,9,1,0,0
2217,Exercise 2,407.9730236,55.43013278,20,51,140,25.14638605,6,0,0,1
2218,Exercise 7,405.1080386,54.03457364,30,44,107,33.1041843,6,1,0,0
2219,Exercise 2,174.4438983,67.88000434,33,43,116,24.02502402,5,0,0,0
2220,Exercise 1,420.2704776,85.30516165,36,20,138,25.26157016,6,1,1,0
2221,Exercise 8,345.863649,67.47456897,55,45,156,30.30009572,9,0,0,0
2222,Exercise 8,346.9136445,54.82803091,31,43,109,33.90679625,3,0,0,1
2223,Exercise 3,134.3648396,54.76620637,40,50,117,33.62966428,5,1,1,0
2224,Exercise 6,260.9168232,91.1734723,24,41,150,23.60341735,3,0,0,0
2225,Exercise 10,246.2789879,82.62237688,30,59,176,21.87788253,10,0,0,1
2226,Exercise 4,475.3026235,95.34373626,29,25,162,29.13966234,6,0,0,1
2227,Exercise 5,233.0417921,66.93202797,20,28,142,21.54920634,1,1,1,0
2228,Exercise 3,423.6812838,57.36440585,22,48,137,20.50124438,8,0,0,0
2229,Exercise 4,462.5557947,56.99596514,31,49,104,27.10301957,8,0,0,1
2230,Exercise 9,236.018962,59.88996707,25,22,113,20.00407081,5,1,1,0
2231,Exercise 5,437.0861554,70.1085119,32,23,111,20.07923448,4,1,1,0
2232,Exercise 10,404.2984659,62.08840855,47,40,146,28.78990376,9,1,0,1
2233,Exercise 2,131.7608421,80.11410415,27,23,102,27.53097866,7,0,0,0
2234,Exercise 9,334.7322432,79.07151966,43,42,144,32.09554461,10,1,0,0
2235,Exercise 2,435.5865856,86.28460689,52,52,118,20.59503934,7,0,0,1
2236,Exercise 10,108.9923938,47.78371722,56,29,154,33.34098271,6,1,0,1
2237,Exercise 5,164.1325116,83.98478795,18,20,178,19.89669073,10,0,1,0
2238,Exercise 2,146.3848142,86.71040142,57,42,118,28.58785696,9,0,0,1
2239,Exercise 10,193.0057209,96.96761704,39,39,125,27.56418478,5,0,0,1
2240,Exercise 5,104.1221235,62.19530125,49,44,167,31.48791704,2,1,0,1
2241,Exercise 3,408.9451354,91.30877413,49,27,121,22.40255916,6,1,1,0
2242,Exercise 8,227.0787869,52.75709547,55,54,116,23.03524843,10,0,0,1
2243,Exercise 3,457.5826257,98.35991217,18,42,115,21.16793717,8,0,0,0
2244,Exercise 9,183.5435831,76.44578374,53,32,156,21.13061462,8,1,1,0
2245,Exercise 3,100.0147116,63.14754708,42,39,107,31.86006216,10,1,0,0
2246,Exercise 4,423.9726201,63.46584604,19,31,128,27.6605926,7,0,0,0
2247,Exercise 4,392.0585887,70.83524755,24,59,138,32.18802642,10,1,1,0
2248,Exercise 5,424.5470545,94.30366703,54,57,124,29.25499819,6,0,0,1
2249,Exercise 1,469.542548,65.2329902,24,29,101,28.26739108,3,0,0,1
2250,Exercise 7,301.8871213,81.07014669,30,60,112,28.25706995,8,0,1,0
2251,Exercise 9,367.3703659,63.4094932,33,27,169,27.04855748,6,0,0,0
2252,Exercise 3,486.8464783,61.50707641,54,33,105,24.16801758,5,1,0,1
2253,Exercise 6,166.5809066,76.40427694,32,59,135,23.35230992,10,1,1,0
2254,Exercise 1,132.8781572,49.65313805,27,58,139,32.52432416,6,1,1,0
2255,Exercise 3,291.4912035,80.29885647,55,33,152,21.61084189,4,0,0,1
2256,Exercise 9,186.1262475,74.79487227,45,48,157,18.61666889,9,1,0,0
2257,Exercise 2,485.1786461,59.37730981,35,26,108,34.02101565,7,0,0,0
2258,Exercise 4,112.8219225,57.06023287,29,39,150,20.88280811,9,0,0,1
2259,Exercise 3,483.9629902,67.63275091,31,32,139,22.15171284,4,0,0,1
2260,Exercise 6,458.5285838,61.15893109,47,21,115,27.92597387,6,1,1,0
2261,Exercise 7,311.6871794,55.7852574,56,45,153,31.71116287,3,0,0,1
2262,Exercise 8,115.396885,60.44105899,38,30,105,32.68061951,4,1,0,1
2263,Exercise 10,237.3950054,94.53779827,21,41,109,32.61530796,3,0,1,0
2264,Exercise 6,390.9627875,75.75203056,24,48,126,30.05781073,9,1,0,0
2265,Exercise 2,163.7400619,56.23820884,52,25,119,23.37968865,5,0,1,0
2266,Exercise 1,225.8004778,48.36738139,55,36,161,23.90777793,3,1,1,0
2267,Exercise 5,240.8883948,60.34881233,53,29,116,29.22527667,3,0,0,0
2268,Exercise 3,279.5669214,102.0561316,26,54,153,32.09424083,8,1,1,0
2269,Exercise 8,151.1727268,62.72309759,57,51,147,25.19038572,9,0,1,0
2270,Exercise 7,158.6251707,92.0866716,35,42,134,29.30603226,10,1,0,0
2271,Exercise 8,142.6413782,58.7400093,55,43,116,33.26687094,1,0,0,1
2272,Exercise 7,220.4272009,97.27341349,58,32,172,23.75610937,10,0,0,1
2273,Exercise 6,136.4496957,100.0487385,41,23,103,20.51704087,6,0,0,0
2274,Exercise 2,166.437644,56.12894718,21,40,166,21.29878007,5,0,0,0
2275,Exercise 5,336.6783276,89.45433899,28,48,156,30.11664333,6,1,0,1
2276,Exercise 6,179.9094533,50.77507832,60,20,135,31.46132025,6,0,0,1
2277,Exercise 9,369.119949,95.16613597,54,48,123,18.84148685,3,0,0,1
2278,Exercise 10,115.6521664,80.77742044,25,31,125,34.5156637,10,1,0,1
2279,Exercise 10,459.0003049,97.88706644,57,38,144,18.88770064,8,0,0,0
2280,Exercise 3,422.3987569,90.84550452,52,32,117,31.41721653,1,0,0,1
2281,Exercise 10,372.9332955,58.84469715,56,23,103,34.70570186,7,1,0,1
2282,Exercise 4,392.1735963,93.96316277,53,30,133,29.25045299,9,0,0,1
2283,Exercise 8,197.452853,56.34263822,55,46,127,30.71560762,7,1,1,0
2284,Exercise 9,432.7530526,61.18374024,24,39,113,19.8649819,2,0,0,0
2285,Exercise 4,189.5407441,78.46510491,47,38,105,33.13872755,3,0,0,1
2286,Exercise 2,276.2034942,65.88625103,28,40,123,21.19879374,2,0,1,0
2287,Exercise 3,135.5835929,63.99340387,34,20,137,20.73342655,10,0,0,1
2288,Exercise 4,353.1302592,81.65687585,55,27,118,22.11762283,3,1,0,1
2289,Exercise 5,358.8635623,76.46196014,18,32,124,33.1950318,4,0,0,0
2290,Exercise 6,462.8120567,57.95171637,22,25,101,21.16562346,9,0,0,1
2291,Exercise 1,158.2021722,69.33333394,20,52,159,21.21826783,8,0,0,0
2292,Exercise 6,129.7952511,77.32816258,59,35,151,20.70919897,9,1,0,0
2293,Exercise 3,146.2875266,98.96830654,45,38,135,26.23515412,2,1,0,0
2294,Exercise 5,162.9127562,94.551064,52,23,152,26.55492498,7,1,0,0
2295,Exercise 2,176.9111226,102.9007217,23,58,153,30.50836843,5,1,0,0
2296,Exercise 9,498.4248097,102.5939378,33,48,174,23.07305917,7,1,0,1
2297,Exercise 8,170.5119354,86.91167604,22,27,144,31.2833572,5,1,0,0
2298,Exercise 4,371.4017809,72.00533398,18,51,133,20.50022092,9,1,0,0
2299,Exercise 6,269.9538924,92.0500152,57,31,159,26.21480003,4,1,1,0
2300,Exercise 2,161.6039862,66.37090449,41,45,101,32.35775765,8,1,0,0
2301,Exercise 2,435.1103583,54.23971403,53,34,122,26.21218857,4,1,0,1
2302,Exercise 6,312.3232888,79.9443801,58,58,124,28.69060762,6,1,0,1
2303,Exercise 6,331.3581281,56.54632171,21,52,131,24.01134474,10,0,1,0
2304,Exercise 2,289.184925,85.67309685,58,57,180,20.96081271,6,0,0,1
2305,Exercise 5,267.2810807,95.90754861,29,33,170,34.83164434,5,1,0,0
2306,Exercise 7,142.1763414,61.25869681,39,53,161,23.01608004,7,0,0,1
2307,Exercise 10,128.7306654,58.4128066,21,26,120,29.70777171,7,0,1,0
2308,Exercise 7,472.0772213,57.03875782,41,50,156,25.76182205,3,1,0,0
2309,Exercise 7,357.8406421,67.46965607,46,36,179,22.11246257,5,0,0,1
2310,Exercise 9,171.7720489,84.8273576,54,41,171,30.18140033,7,1,0,1
2311,Exercise 7,284.4833895,78.59371478,50,25,149,30.87895418,8,0,0,0
2312,Exercise 2,318.6815988,90.28318979,27,54,162,31.1585994,1,0,1,0
2313,Exercise 9,394.7275501,50.07759116,36,38,179,29.75988148,4,1,1,0
2314,Exercise 4,382.5405777,99.85034316,35,54,141,25.89341632,10,1,0,1
2315,Exercise 9,390.1830038,87.72320801,21,31,134,19.95665018,2,0,0,0
2316,Exercise 3,194.9183076,52.29907296,32,24,162,23.24815737,4,1,0,1
2317,Exercise 8,269.5288915,48.66185391,58,44,143,25.23969638,8,0,0,1
2318,Exercise 3,294.8943727,89.12221691,52,40,148,24.98788943,9,0,0,1
2319,Exercise 9,236.6214033,90.72524228,20,32,148,30.61406269,9,1,1,0
2320,Exercise 10,351.939406,65.74974725,52,58,123,33.10875519,1,1,0,1
2321,Exercise 10,221.9579032,60.71822644,20,38,156,22.00977778,2,1,1,0
2322,Exercise 5,378.0638908,58.45960042,38,53,127,24.07204533,5,0,0,1
2323,Exercise 5,269.574714,63.24450145,18,23,151,22.06760236,9,1,1,0
2324,Exercise 9,487.4895148,80.61384641,20,44,157,25.89631384,9,0,0,1
2325,Exercise 2,497.7569355,99.67303591,24,33,151,23.81677985,7,1,1,0
2326,Exercise 5,125.8120725,97.63550071,60,34,109,27.09740387,2,1,1,0
2327,Exercise 9,351.8992254,97.5563842,27,52,137,25.76035411,1,0,0,1
2328,Exercise 1,166.8375984,69.23042703,27,32,122,26.24835738,9,0,0,0
2329,Exercise 5,186.7642499,55.52944522,54,38,178,31.57588176,4,1,0,0
2330,Exercise 7,135.9394718,84.5549893,19,48,132,32.95574895,2,1,1,0
2331,Exercise 3,168.5506472,50.91374661,32,29,176,30.499886,6,0,1,0
2332,Exercise 9,422.0045185,70.45425168,25,51,127,31.91302701,10,1,1,0
2333,Exercise 3,276.9585748,87.03262182,49,39,126,21.98549467,2,0,1,0
2334,Exercise 5,409.4528848,67.14033003,40,23,137,34.59946195,4,0,1,0
2335,Exercise 6,467.880908,72.50340441,42,24,180,27.16012965,7,1,0,1
2336,Exercise 9,248.8034263,74.07885888,36,49,174,29.78441136,8,0,0,0
2337,Exercise 4,324.2707987,97.27728278,47,38,171,24.24558596,6,1,1,0
2338,Exercise 10,270.0841651,62.45785329,33,32,144,18.96784633,8,0,0,0
2339,Exercise 7,438.6932188,81.04747277,52,33,128,24.14010812,1,1,1,0
2340,Exercise 1,281.2335669,55.38288199,32,52,117,32.39213109,2,1,1,0
2341,Exercise 10,111.5180463,68.37903916,35,22,131,21.190729,1,1,1,0
2342,Exercise 10,158.3904985,77.4762298,40,54,154,34.27465113,8,0,1,0
2343,Exercise 8,373.6461908,80.86530571,44,48,121,27.70741248,5,0,0,1
2344,Exercise 1,466.9844341,48.46524527,29,30,110,26.54952528,4,1,0,0
2345,Exercise 10,148.6440329,62.02583752,30,44,112,23.72891087,6,0,1,0
2346,Exercise 7,442.6584913,65.0954752,37,40,109,24.30481167,8,1,0,0
2347,Exercise 10,467.172304,82.7084077,18,35,178,24.12003267,4,1,1,0
2348,Exercise 9,498.3700939,77.32427733,31,39,155,27.75009167,8,0,0,1
2349,Exercise 5,378.9778258,96.8998287,48,50,117,29.7250233,7,1,1,0
2350,Exercise 6,413.6924581,81.17201548,36,44,176,24.85364509,1,1,0,1
2351,Exercise 3,426.5802837,84.81647311,46,51,147,26.64318959,9,0,1,0
2352,Exercise 3,398.7927557,74.00454162,54,42,117,30.73812361,10,1,0,1
2353,Exercise 8,273.4343263,54.90793674,20,21,119,24.17075275,5,0,1,0
2354,Exercise 6,115.7043194,67.11859361,55,48,156,32.20614802,10,0,0,1
2355,Exercise 7,469.4730645,98.23626287,37,40,126,28.01534867,4,0,0,0
2356,Exercise 3,492.2969161,69.11054826,48,27,112,34.49801772,4,0,1,0
2357,Exercise 8,259.5130858,82.40232035,55,44,145,25.03168381,10,0,0,0
2358,Exercise 4,353.6483344,97.14033482,35,30,123,26.3112836,5,1,0,1
2359,Exercise 1,251.0053722,67.85123107,46,31,103,25.77311169,10,0,0,1
2360,Exercise 3,161.8428754,68.19113668,37,52,176,32.07307362,2,1,0,0
2361,Exercise 2,248.4726473,58.35959531,49,33,148,21.33293138,4,0,0,1
2362,Exercise 1,129.5847822,56.36782792,25,21,156,31.76972671,4,0,1,0
2363,Exercise 9,359.5107596,76.2590882,51,43,113,31.55517924,10,0,0,0
2364,Exercise 6,166.7148509,90.2389459,53,54,100,31.61060272,7,0,0,0
2365,Exercise 3,487.7338401,68.98980012,38,37,146,31.19644227,5,1,1,0
2366,Exercise 3,279.7019456,66.48749619,39,55,135,33.81989074,2,1,1,0
2367,Exercise 9,471.6929017,102.2522125,59,21,178,28.3260515,6,1,1,0
2368,Exercise 3,172.9967376,55.76459502,20,32,179,31.69955813,2,1,0,0
2369,Exercise 10,211.8858897,62.64852349,31,29,104,27.64398387,4,0,0,1
2370,Exercise 1,273.2563968,81.2013077,46,41,168,25.9112058,3,0,0,0
2371,Exercise 9,394.7300189,81.21636425,20,21,103,28.32351346,10,1,1,0
2372,Exercise 9,414.8965746,67.3516705,48,36,121,31.29191357,5,0,1,0
2373,Exercise 7,185.078303,63.18705503,48,30,119,24.68437643,5,0,0,1
2374,Exercise 10,128.1320717,54.36886307,42,52,122,19.97922144,2,0,0,0
2375,Exercise 7,125.8621729,50.61919015,30,42,178,21.86286513,10,1,0,0
2376,Exercise 3,338.7386519,55.02243032,57,25,151,29.25772923,3,1,0,1
2377,Exercise 5,108.5251938,47.84505894,51,21,108,20.10354112,1,1,0,0
2378,Exercise 2,427.4699332,54.52581928,23,20,102,25.79063814,5,0,1,0
